Title,Additional Authors,ISBN,My Rating,Publisher,Binding,Year Published,Date Read,Date Added,Bookshelves,My Review,Author,Owned,Favorite,Wishlist,Plan To Read,Currently Reading,Read,ASIN,Shelfari Edition Id,Shelfari Book Id,Condition,Original Purchase Date,Purchase Price,Private Notes,Loaned,Loaned To,Loaned On,Loan Due,Shelfari Date Read,Is Private
Made By Hand,"Frauenfelder, Mark",1591843324,4,,Hardcover,2010,28022013,25022013,"non-fiction,nonfiction,memoir,creativity,diy,mark frauenfelder,sustainable living",,Mark Frauenfelder,False,False,False,False,False,True,1591843324,25899229,14656273,,01010001,0,,False,False,,01010001,01010001,2/28/2013,False
Deadly Edge,"Stark, Richard",0226770915,5,,Paperback,2010,05062014,03122011,"fiction,crime,parker,heist,richard stark,stark,noir,revenge",,Richard Stark,False,False,False,False,False,True,0226770915,25899462,3230306,,01010001,0,,False,False,,01010001,01010001,6/5/2014,False
Plunder Squad,"Stark, Richard",0226770931,5,,Paperback,2010,13072014,03122011,"fiction,crime,parker,heist,stark",,Richard Stark,False,False,False,False,False,True,0226770931,25899464,206262,,01010001,0,,False,False,,01010001,01010001,7/13/2014,False
Side Jobs,"Butcher, Jim",045146365X,0,,Hardcover,2010,01010001,03122011,,,Jim Butcher,False,False,False,False,False,False,045146365X,26108907,14394374,,01010001,0,,False,False,,01010001,01010001,,False
Choke,,1416596178,3,,Hardcover,2010,04052013,12042013,"nonfiction,psychology,business,cognition,choke,performance",,Sian Beilock,False,False,False,False,False,True,1416596178,26125047,14702335,,01010001,0,,False,False,,01010001,01010001,5/4/2013,False
The Gnoll Credo,,0982667132,3,,Paperback,2010,09022013,01022013,"fantasy,allegory,gnoll,parable,paleo",,J. Stanton,False,False,False,False,False,True,0982667132,26577383,14775268,,01010001,0,,False,False,,01010001,01010001,2/9/2013,False
The Games That Changed the Game,"Jaworski, Ron",0345517954,3,,Hardcover,2010,17082013,11082013,"non-fiction,football,sports,history,football analysis",,"Ron Jaworski, David Plaut, Greg Cosell",False,False,False,False,False,True,0345517954,26753691,14805569,,01010001,0,,False,False,,01010001,01010001,8/17/2013,False
Microsoft® SharePoint® 2010 Administrator (Companion),"English, Bill",0735627207,0,,Paperback,2010,01010001,16052012,,,"Bill English, Brian Alderman, Mark Ferraz",False,False,False,False,False,False,0735627207,27066832,14867693,,01010001,0,,False,False,,01010001,01010001,,False
Why We Get Fat,"Taubes, Gary",0307272702,0,,Hardcover,2010,01010001,04122011,,,Gary Taubes,False,False,False,False,False,True,0307272702,27120762,14890964,,01010001,0,,False,False,,01010001,01010001,,False
The 4-Hour Body,"Ferriss, Timothy",,0,,Kindle Edition,2010,01010001,03122011,,,Timothy Ferriss,True,False,False,False,False,True,B003EI2EH2,27140266,12296604,,01010001,0,,False,False,,01010001,01010001,,False
Where Good Ideas Come From,"Johnson, Steven",1594487715,5,,Hardcover,2010,12022015,01022015,"science,creativity,history,entrepreneurship,ideas,innovation",,Steven Johnson,False,False,False,False,False,True,1594487715,27791188,15034310,,01010001,0,,False,False,,01010001,01010001,2/12/2015,False
A Vision So Noble,"Ford, Daniel",1451589816,4,,Paperback,2010,27062015,27072015,"boyd,ooda loop,military theory",,Daniel Ford,False,False,False,False,False,True,1451589816,28005368,15249068,,01010001,0,,False,False,,01010001,01010001,6/27/2015,False
Ghost Story,"Butcher, Jim",045146379X,4,,Hardcover,2011,12012012,03122011,"author: jim butcher,dresden files",,Jim Butcher,True,False,False,False,False,True,045146379X,28068873,15312827,,01010001,0,,False,False,,01010001,01010001,1/12/2012,False
Battle Hymn of the Tiger Mother,"Chua, Amy",1594202842,3,,Hardcover,2011,02092012,02092012,"non-fiction,memoir,amy chua,chinese-american,parenting",,Amy Chua,False,False,False,False,False,True,1594202842,28407685,15457899,,01010001,0,,False,False,,01010001,01010001,9/2/2012,False
Half Way Home,"Howey, Hugh",,2,,Kindle Edition,2014,26122012,13122012,"science fiction,mystery,dystopia,kindle,survival,ai,national novel writing month,nanowrimo,genetic engineering,colonization",,Hugh Howey,False,False,False,False,False,True,B003QCIPGK,31738640,15353652,,01010001,0,,False,False,,01010001,01010001,12/26/2012,False
Quiet,"Cain, Susan",0307352145,4,,Hardcover,2012,17062013,12062013,"non-fiction,psychology,sociology,extrovert,extrovert ideal,susan cain,introversion,introvert,temperament",,Susan Cain,False,False,False,False,False,True,0307352145,32583172,16085309,,01010001,0,,False,False,,01010001,01010001,6/17/2013,False
Gone 'til November,"Stroby, Wallace",0312673191,0,,Paperback,2011,01010001,03122011,,,Wallace Stroby,False,False,False,False,False,True,0312673191,35449514,16777132,,01010001,0,,False,False,,01010001,01010001,,False
CK-12 Calculus,,,0,,Kindle Edition,2010,01010001,03122011,,,CK-12 Foundation,True,False,False,False,False,False,B0042XA2Y0,37472065,17464338,,01010001,0,,False,False,,01010001,01010001,,False
CK-12 Advanced Probability and Statistics,,,0,,Kindle Edition,2010,01010001,03122011,,,CK-12 Foundation,True,False,False,False,False,False,B0042XA308,37472066,17464339,,01010001,0,,False,False,,01010001,01010001,,False
CK-12 Trigonometry,,,0,,Kindle Edition,2010,01010001,03122011,,,CK-12 Foundation,True,False,False,False,False,False,B0042XA32G,37472069,17464342,,01010001,0,,False,False,,01010001,01010001,,False
I Can Make You Thin: The Revolutionary System Used by More Than 3 Million People (Book and CD),,,0,,Hardcover,2008,01010001,04122011,,,Paul McKenna,False,False,False,False,False,True,B0041T4SK4,37541153,17534450,,01010001,0,,False,False,,01010001,01010001,,False
Machine of Death,"North, Ryan; Matthew Bennardo; David Malki",0982167121,3,,Paperback,2010,31032014,21022014,"contemporary fiction,death,dark comedy,anthology,short stories",,,False,False,False,False,False,True,0982167121,37558273,17551636,,01010001,0,,False,False,,01010001,01010001,3/31/2014,False
"The World Is Fat: The Fads, Trends, Policies, and Products That Are Fattening the Human Race",,,3,,Paperback,2009,09052012,03122011,,,Barry Popkin,False,False,False,False,False,True,B0045EPCPK,37589259,17582897,,01010001,0,,False,False,,01010001,01010001,5/9/2012,False
Rule 34,"Stross, Charles",0441020348,5,,Hardcover,2011,28032013,10032013,"crime,science fiction,detective,2011,charles stross,cyberpunk,artificial intelligence,spammers,spam,a.i.,edinburgh,singularity,scotland",,Charles Stross,False,False,False,False,False,True,0441020348,37706438,22444884,,01010001,0,,False,False,,01010001,01010001,3/28/2013,False
Get Real,"Westlake, Donald E.",,0,,Hardcover,2009,01010001,03122011,,,Donald E. Westlake,False,False,False,False,False,True,B0046LUIYW,37708060,17702551,,01010001,0,,False,False,,01010001,01010001,,False
Fall of Reach,"Reed, Brian",0785151486,0,,Hardcover,2011,01010001,23122011,,,Brian Reed,False,False,False,False,False,True,0785151486,37719423,17713932,,01010001,0,,False,False,,01010001,01010001,,False
Carte Blanche,"Deaver, Jeffery",1451620691,4,,Hardcover,2011,17082012,30072012,"thriller,agent 007,jeffery deaver,james bond",,Jeffery Deaver,False,False,False,False,False,True,1451620691,37767953,17761457,,01010001,0,,False,False,,01010001,01010001,8/17/2012,False
Wyatt,"Disher, Garry",,5,,,0,23012013,22122012,"crime,stark,wyatt,almost parker,westlake,disher,melbourne",,,False,False,False,False,False,True,,37777377,17761407,,01010001,0,,False,False,,01010001,01010001,1/23/2013,False
Zero Day,"Russinovich, Mark E.",031261246X,2,,Hardcover,2011,01010001,25022013,,,Mark Russinovich,False,False,False,False,False,False,031261246X,37861039,17851756,,01010001,0,,False,False,,01010001,01010001,,False
Memory,"Westlake, Donald E.",0857683454,3,,Mass Market Paperback,2011,26072012,03122011,"donald e. westlake,hard case crime,memento,amnesia",,Donald E. Westlake,False,False,False,False,False,True,0857683454,37879757,17869744,,01010001,0,,False,False,,01010001,01010001,7/26/2012,False
Two for the Money,"Collins, Max Allan",0857683179,4,,Mass Market Paperback,2011,01010001,04122011,,,Max Allan Collins,False,False,False,False,False,True,0857683179,37889523,658291,,01010001,0,,False,False,,01010001,01010001,,False
Boomerang,"Lewis, Michael",0393081818,4,,Hardcover,2011,28122011,31122011,,,Michael Lewis,False,False,False,False,False,True,0393081818,38055405,18039752,,01010001,0,,False,False,,01010001,01010001,12/28/2011,False
300 15-Minute Low-Carb Recipes,"Carpender, Dana",1592334695,0,,Paperback,2011,01010001,04122011,,,Dana Carpender,False,False,False,False,False,True,1592334695,38060170,18044418,,01010001,0,,False,False,,01010001,01010001,,False
The Way We’re Working Isn’t Working,,,4,,Unknown Binding,2011,14072013,15072013,"business,personal development,productivity,leadership,energy management",,Tony Schwartz (Author) Jean Gomes (Author) Catherine McCarthy (Author),False,False,False,False,False,True,B004LSR3P2,38117535,5920484,,01010001,0,,False,False,,01010001,01010001,7/14/2013,False
The Paleolithic Solution,"Wolf, Robb",,0,,Kindle Edition,2011,01010001,03122011,,,Robb Wolf,True,False,False,False,False,True,B00466H5MU,38127018,15065795,,01010001,0,,False,False,,01010001,01010001,,False
The New Evolution Diet,"Vany, Arthur S. De",,0,,Kindle Edition,2011,01010001,03122011,,,Arthur De Vany PhD.,True,False,False,False,False,True,B004EBT6SS,38128176,18110306,,01010001,0,,False,False,,01010001,01010001,,False
Power Play,,,0,,Mass Market Paperback,1971,01010001,03122011,westlake,,Timothy J. Culver,False,False,False,True,False,False,B000F6XHO0,41477201,20243229,,01010001,0,,False,False,,01010001,01010001,,False
The Score,"Stark, Richard",,5,,,0,13032014,03122011,"fiction,crime,parker,heist,richard stark,thriller,stark,mystery,crime fiction,noir,parker series #5,mystery-thriller,novel",,,False,False,False,False,False,True,B0046W6TX0,46698607,763636,,01010001,0,,False,False,,01010001,01010001,3/13/2014,False
Cold shot to the heart,"Stroby, Wallace",,0,,Kindle Edition,2011,01010001,03122011,,,Wallace Stroby,False,False,False,False,False,True,B00486UB8S,47211085,18303782,,01010001,0,,False,False,,01010001,01010001,,False
Ready Player One,"Cline, Ernest",,5,,Kindle Edition,2011,29082014,02092014,"fiction,science fiction,dystopia,gaming,video games,virtual reality,1980s pop culture,gamers",A lot of fun. ,Ernest Cline,False,False,False,False,False,True,B004J4WKUQ,50917068,18180860,,01010001,0,,False,False,,01010001,01010001,8/29/2014,False
"The Eye of the World: the Graphic Novel, Volume One (The Wheel of Time)",,0765324881,3,,Hardcover,2011,01010001,04122011,,,"Robert Jordan, Chuck Dixon",False,False,False,False,False,True,0765324881,54684851,22427187,,01010001,0,,False,False,,01010001,01010001,,False
The Gathering Dead,"Knight, Stephen",,4,,Kindle Edition,2011,12042013,25012013,"horror,zombies,zombie,zombie apocalypse,end of days,special forces,army",,Stephen Knight,False,False,False,False,False,True,B004SYAY2S,55181465,22631750,,01010001,0,,False,False,,01010001,01010001,4/12/2013,False
Barefoot Doctor's handbook for the urban warrior : a spiritual survival guide.,"Russell, Stephen",,0,,,0,01010001,04122011,,,,False,False,False,False,False,True,B004KSGABQ,55381487,22691866,,01010001,0,,False,False,,01010001,01010001,,False
The Nerdist Way,"Hardwick, Chris",0425243540,4,,Hardcover,2011,05042013,30032013,"nonfiction,humor,self-help,productivity,time management,chris hardwick,nerds",,Chris Hardwick,False,False,False,False,False,True,0425243540,55399098,22695192,,01010001,0,,False,False,,01010001,01010001,4/5/2013,False
The Dark Fields,"Glynn, Alan",,3,,Paperback,2011,03102012,30092012,"thriller,sci-fi,drugs,designer drugs,alan glynn,pharmaceuticals,made into a movie,books made into films,drug addiction,addiction,new york city",,Alan Glynn,False,False,False,False,False,True,B004UBUIBQ,55634260,8182245,,01010001,0,,False,False,,01010001,01010001,10/3/2012,False
With a Little Help,"Doctorow, Cory",1456576348,0,,Paperback,2011,01010001,04122011,,,Cory Doctorow,False,False,False,True,False,False,1456576348,55791778,22812508,,01010001,0,,False,False,,01010001,01010001,,False
City Of The Damned,"Knight, Stephen",,0,,Kindle Edition,2011,01010001,11022015,"thriller,horror,vampire,military,action",,Stephen Knight,False,False,False,False,False,True,B004Q3RIHK,56018980,22879874,,01010001,0,,False,False,,01010001,01010001,,False
Mass Made Simple,"John, Dan",1931046026,4,,Spiral-bound,2011,27122011,31122011,,,Dan John,False,False,False,False,False,True,1931046026,57413853,23141488,,01010001,0,,False,False,,01010001,01010001,12/27/2011,False
Good Omens,"Pratchett, Terry; Neil Gaiman",,4,,,0,04052013,18042013,"fantasy,humor,angels,satire,apocalypse,religion,terry pratchett,neil gaiman,mythology,antichrist,comic fantasy,end of the world,british",,,False,False,False,False,False,True,,58996168,25628,,01010001,0,,False,False,,01010001,01010001,5/4/2013,False
Dark Future - Route 666,"Pringle, David",,0,,,0,01010001,06052012,,,,False,False,False,False,False,True,,58998724,1662271,,01010001,0,,False,False,,01010001,01010001,,False
Monoculture: How One Story is Changing Everything,"Michaels, F.S.",,4,,Kindle Edition,2011,08012013,31122012,"non-fiction,economics,sociology,monoculture",,F.S. Michaels,False,False,False,False,False,True,B004Y1MU2C,59223131,23718053,,01010001,0,,False,False,,01010001,01010001,1/8/2013,False
The Power of Habit,"Duhigg, Charles",030796664X,5,,Audio CD,2012,15052013,14052013,,,Charles Duhigg,False,False,False,False,False,True,030796664X,59738566,23901971,,01010001,0,,False,False,,01010001,01010001,5/15/2013,False
How I Sold 1 Million eBooks in 5 Months!,"Locke, John",,3,,Kindle Edition,2011,17102012,19102012,"non-fiction,marketing,amazon",,John Locke,False,False,False,False,False,True,B0056BMK6K,59827230,23949086,,01010001,0,,False,False,,01010001,01010001,10/17/2012,False
Return of the Kettlebell: Explosive Kettlebell Training for Explosive Muscle Gains,,0938045067,5,,Paperback,2010,03112014,03112014,"kettlebell,double press,clean and jerk,advanced",,Pavel Tsatsouline,False,False,False,False,False,True,0938045067,59978502,24024544,,01010001,0,,False,False,,01010001,01010001,11/3/2014,False
Swing Your Sword,"Leach, Mike",0983337195,3,,Hardcover,2011,28122012,31122012,"non-fiction,football,sports,mike leach,offense,coaching,texas tech,air raid,college football,pirate ships,law",,Mike Leach,False,False,False,False,False,True,0983337195,60047261,24062060,,01010001,0,,False,False,,01010001,01010001,12/28/2012,False
Rum Punch,"Leonard, Elmore",0062119826,0,,Paperback,2011,01010001,04122011,,,Elmore Leonard,False,False,False,False,False,True,0062119826,60071526,28304,,01010001,0,,False,False,,01010001,01010001,,False
The Willpower Instinct,"McGonigal, Kelly",1583334386,5,,Hardcover,2011,13022014,26012014,"psychology,self-help,willpower",,Kelly McGonigal,False,False,False,False,False,True,1583334386,60144916,24128097,,01010001,0,,False,False,,01010001,01010001,2/13/2014,False
The Professionals,"Laukkanen, Owen",0399157891,3,,Hardcover,2012,22082014,22082014,"fiction,crime,thriller,economics,kidnapping,mid-twenties,owen laukkanen,organized_crime,mobsters,recession,twin cities,detroit,midwest,fbi,florida","Starts great, ends weakly. Was more invested in the criminals than the cops, but the cops are getting a sequel.",Owen Laukkanen,False,False,False,False,False,True,0399157891,60985448,24425436,,01010001,0,,False,False,,01010001,01010001,8/22/2014,False
Cold Days,"Butcher, Jim",,4,,,0,01012014,03122011,"fantasy,wizards,detective,urban fantasy,author: jim butcher,dresden files,mab,book 14,jim butcher,harry dresden,wizard,chicago",,Jim Butcher,False,False,False,False,False,True,,61006911,24434418,,01010001,0,,False,False,,01010001,01010001,1/1/2014,False
Escape from Camp 14,"Harden, Blaine",9780670023325,4,,Hardcover,2012,16072014,16072014,"non-fiction,nonfiction,memoir,survival,biography,political prison camps,communism north korea,goverment opperession,cruelty,hunger,gulag,totalitarianism,north korea,torture,communism",,Blaine Harden,False,False,False,False,False,True,0670023329,61009519,24436496,,01010001,0,,False,False,,01010001,01010001,7/16/2014,False
Beyond Bodybuilding: Muscle and Strength Training Secrets for The Renaissance Man,,,5,,Kindle Edition,2011,01010001,04122011,,,Pavel Tsatsouline,False,False,False,False,False,True,B005ESHJ34,61065386,24460977,,01010001,0,,False,False,,01010001,01010001,,False
Wool - Part One,"Howey, Hugh",,4,,Kindle Edition,2011,10072013,11072013,"science fiction,dystopia,apocalypse",,Hugh Howey,False,False,False,False,False,True,B005FC52L0,61155647,36441842,,01010001,0,,False,False,,01010001,01010001,7/10/2013,False
Kings of Midnight,,1250000378,5,,Hardcover,2012,16022013,09022013,"crime fiction,mafia,crissa stone,2012,robbery",,Wallace Stroby,False,False,False,False,False,True,1250000378,61301452,24558163,,01010001,0,,False,False,,01010001,01010001,2/16/2013,False
Learn Windows PowerShell in a Month of Lunches,,1617290211,5,,Paperback,2011,07082013,22122011,"powershell,dan jones,wmi,cli,labs,command line,windows",,Don Jones,False,False,False,False,False,True,1617290211,61631663,24700124,,01010001,0,,False,False,,01010001,01010001,8/7/2013,False
Ex-Patriots,"Clines, Peter",9781934861875,5,,Paperback,2011,07032015,07032015,"sci-fi,apocalypse,zombies,military,peter clines,superheroes,super soldiers,military base,sci-fi horror,mind control,government,super heroes",,Peter Clines,False,False,False,False,False,True,1934861871,63733134,25315447,,01010001,0,,False,False,,01010001,01010001,3/7/2015,False
A Bad Idea I'm About to Do,"Gethard, Chris",0306820307,4,,Paperback,2012,01032013,28022013,"humor,memoir",,Chris Gethard,False,False,False,False,False,True,0306820307,63755929,25326220,,01010001,0,,False,False,,01010001,01010001,3/1/2013,False
Context,"Doctorow, Cory",1616960485,4,,Paperback,2011,16012012,04122011,"essays,copyleft,doctorow,drm,copyright",,Cory Doctorow,False,False,False,False,False,True,1616960485,63990320,25411077,,01010001,0,,False,False,,01010001,01010001,1/16/2012,False
"Discardia: More Life, Less Stuff","Sanders, Dinah",,4,,Kindle Edition,2011,28012012,21012012,"time management,dinah sanders,cluttering,discardia,hoarding",,Dinah Sanders,False,False,False,False,False,True,B005QFI60A,64394253,25572368,,01010001,0,,False,False,,01010001,01010001,1/28/2012,False
Drop Dead Healthy,"Jacobs, A. J.",,5,,Kindle Edition,2012,10082013,02082013,"non-fiction,humor,memoir,science,health,exercise,fitness,experimental journalism,health and diet,a.j. jacobs,experiment",,A. J. Jacobs,False,False,False,False,False,True,B005GG0N3M,64543895,25628775,,01010001,0,,False,False,,01010001,01010001,8/10/2013,False
PowerShell and WMI,"Siddaway, Richard",1617290114,0,,Paperback,2012,01010001,03072013,,,Richard Siddaway,False,False,False,True,False,False,1617290114,64630250,25664200,,01010001,0,,False,False,,01010001,01010001,,False
The Spell of the Sorcerer's Skull,"Bellairs, John",,5,,Kindle Edition,2011,01010001,06052012,,,John Bellairs ,False,False,False,False,False,True,B005CM1OHE,64758731,138300,,01010001,0,,False,False,,01010001,01010001,,False
The Basic Laws of Human Stupidity (Italian Edition),"Cipolla, Carlo M.",,3,,Kindle Edition,2011,03012014,03012014,"humor,philosophy,society,ethics",,Carlo M. Cipolla,False,False,False,False,False,True,B005ZX622C,65321898,25913727,,01010001,0,,False,False,,01010001,01010001,1/3/2014,False
The Hot Rock,"Westlake, Donald E.",,0,,Kindle Edition,2011,01010001,03122011,,,Donald E Westlake,False,False,False,False,False,True,B005UK7TVS,65510719,54072,,01010001,0,,False,False,,01010001,01010001,,False
Jimmy the Kid,"Westlake, Donald E.",,4,,Kindle Edition,2011,25072014,03122011,"parker,heist,stark,donald westlake,comedy,kidnapping,funny,crime caper",,Donald E Westlake,False,False,False,False,False,True,B005UK7U5I,65510721,54078,,01010001,0,,False,False,,01010001,01010001,7/25/2014,False
The 4-Hour Chef,"Ferriss, Timothy",0547884591,4,,Hardcover,2012,23072013,19042013,"personal development,self-improvement,learning,tim ferriss,cookbook",,Timothy Ferriss,False,False,False,False,False,True,0547884591,65862790,26159963,,01010001,0,,False,False,,01010001,01010001,7/23/2013,False
Chicken Little,"Doctorow, Cory",,0,,Kindle Edition,2011,01010001,04122011,,,Cory Doctorow,False,False,False,True,False,False,B0064EG7RQ,65929585,26179829,,01010001,0,,False,False,,01010001,01010001,,False
Lauren Ipsum,"Bueno, Carlos",1461178185,4,,Paperback,2011,13122012,03122012,"philosophy,mathematics,logic,computer science,kids",,Carlos Bueno,False,False,False,False,False,True,1461178185,66420106,26365766,,01010001,0,,False,False,,01010001,01010001,12/13/2012,False
Easy Strength,"John, Dan; Pavel Tsatsouline",,4,,Kindle Edition,2011,13042012,07042012,"strength,spp,quadrants,dan john,pavel tsatsouline,gpp",,"Pavel Tsatsouline, Dan John",False,False,False,False,False,True,B005Q6M79A,66900990,26540877,,01010001,0,,False,False,,01010001,01010001,4/13/2012,False
The Heartbreak Lounge (Harry Rane Novels),,,4,,Paperback,2009,05052012,03122011,,,Wallace Stroby,False,False,False,False,False,True,B005OI0LT8,66973700,26569971,,01010001,0,,False,False,,01010001,01010001,5/5/2012,False
Supertraining: Strength Training for Sporting Excellence,,,0,,Paperback,1998,01010001,03122011,,,"Mel C.; Verkhoshansky, Yuri V. Siff",False,False,False,True,False,False,B006ERK4FO,66973726,26569997,,01010001,0,,False,False,,01010001,01010001,,False
Men's Health the Book of Muscle [MENS HEALTH THE BK OF MUSCLE],,,0,,Hardcover,2003,01010001,04122011,,,"Ian(Author) ;  Schuler, Lou(Author);  Deluvier, Frederick(Photographer) King",False,False,False,False,False,True,B001TMFSMI,66975276,26571428,,01010001,0,,False,False,,01010001,01010001,,False
The Vegetarian Myth,"Keith, Lierre",145586417X,0,,MP3 CD,2012,01010001,04122011,,,Lierre Keith,False,False,False,False,False,True,145586417X,66975728,5764064,,01010001,0,,False,False,,01010001,01010001,,False
"Maxed out : hard times, easy credit, and the era of predatory lenders",,1428154752,0,,Audio CD,2007,01010001,04122011,,,James D Scurlock,False,False,False,False,False,True,1428154752,66981119,26574747,,01010001,0,,False,False,,01010001,01010001,,False
The Flinch,"Smith, Julien",,3,,Kindle Edition,2011,21022012,21022012,,,Julien Smith,False,False,False,False,False,True,B0062Q7S3S,66997846,26581138,,01010001,0,,False,False,,01010001,01010001,2/21/2012,False
The Immortal Life of Henrietta Lacks,"Skloot, Rebecca",,3,,Unknown Binding,2010,13032012,14032012,,,"Rebecca(Author) ; Campbell, Cassandra(Read by); Turpin, Bahni(Read by) Skloot",False,False,False,False,False,True,B006ZWY4Q8,67912144,11970018,,01010001,0,,False,False,,01010001,01010001,3/13/2012,False
Football 101,,,3,,Kindle Edition,2011,22122012,11122012,"football,nfl,offense,homefield advantage,candlestick park,special teams,49ers,stadium,balance,defense,basics,tv",,Gilbert Klein,False,False,False,False,False,True,B005D8J8ZM,67922226,26995988,,01010001,0,,False,False,,01010001,01010001,12/22/2012,False
Willpower,"Baumeister, Roy F.",0143122231,3,,Paperback,2012,15092012,15092012,"psychology,willpower,strength,tierney,baumeister,david blaine",,"Roy F. Baumeister, John Tierney",False,False,False,False,False,True,0143122231,67922787,23632102,,01010001,0,,False,False,,01010001,01010001,9/15/2012,False
Parker: The Score,,1613772084,4,,Hardcover,2012,05012015,06012015,"crime fiction,graphic novel",,Darwyn Cooke,False,False,False,False,False,True,1613772084,67926429,27000093,,01010001,0,,False,False,,01010001,01010001,1/5/2015,False
Astronauts and Heretics,,,3,,Kindle Edition,2011,01032012,02032012,,,Thomas Marcinko,False,False,False,False,False,True,B006JH4RNY,67927205,27000843,,01010001,0,,False,False,,01010001,01010001,3/1/2012,False
"The Joy of x: A Guided Tour of Math, from One to Infinity","Strogatz, Steven H.",9780547517650,3,,Hardcover,2012,19092013,29082013,"non-fiction,mathematics,essays,recreational mathematics,math",,Steven Strogatz,False,False,False,False,False,True,0547517653,67938384,27011695,,01010001,0,,False,False,,01010001,01010001,9/19/2013,False
The Dame,"Stark, Richard",0226770397,2,,Paperback,2012,07052014,07052014,"stark,grofield,puerto rico",,Richard Stark,False,False,False,False,False,True,0226770397,67954989,27027797,,01010001,0,,False,False,,01010001,01010001,5/7/2014,False
So Good They Can't Ignore You,"Newport, Cal",1455509124,5,,Hardcover,2012,11092013,03092013,"business,personal development,deliberate practice,career,academic",,Cal Newport,False,False,False,False,False,True,1455509124,68039973,27110362,,01010001,0,,False,False,,01010001,01010001,9/11/2013,False
The Hunted (The Hunted Series),,,4,,Kindle Edition,2012,08112012,09112012,,,Dave Zeltserman,False,False,False,False,False,True,B007FEN178,68040973,27111365,,01010001,0,,False,False,,01010001,01010001,11/8/2012,False
The Dame (The Hunted Series),,,4,,Kindle Edition,2012,03122012,03122012,"dan willis,parker-like,the hunted series,dave zeltserman",,Dave Zeltserman,True,False,False,False,False,True,B007FEXDM6,68040977,27111369,,01010001,0,,False,False,,01010001,01010001,12/3/2012,False
The 50th Law,,006177460X,4,,Hardcover,2009,18042013,12042013,"robert greene,50 cent,48 laws of power,fearlessness,fear",,Robert;50 Cent Greene,False,False,False,False,False,True,B0072B5MJE,68043556,27113890,,01010001,0,,False,False,,01010001,01010001,4/18/2013,False
The Little Book of Talent: 52 Tips for Improving Your Skills,"Coyle, Daniel",034553025X,4,,Hardcover,2012,03032014,21022014,"non-fiction,self-help,personal development,sports,kindle,ebook,deliberate practice,non fiction,talent,skill acquisition",,Daniel Coyle,False,False,False,False,False,True,034553025X,68457032,27238620,,01010001,0,,False,False,,01010001,01010001,3/3/2014,False
Adobe RoboHelp 9: The Essentials,,,0,,Kindle Edition,2011,01010001,25012013,,,Kevin Siegel,False,False,False,False,False,False,B004UH0V62,68836536,27392112,,01010001,0,,False,False,,01010001,01010001,,False
Port Vila Blues,"Disher, Garry",,3,,Kindle Edition,2012,17022013,22122012,"fiction,wyatt,almost parker,garry disher,mystery/thriller wyatt book",,Garry Disher,False,False,False,False,False,True,B007DY5THA,68917993,1119888,,01010001,0,,False,False,,01010001,01010001,2/17/2013,False
"Wallace: The Underdog Who Conquered a Sport, Saved a Marriage, and Championed Pit Bulls--One Flying Disc at a Time",,,4,,Kindle Edition,2012,26032013,24032013,"nonfiction,dogs,flying disc,pitbull,relationship",,Jim Gorant,False,False,False,False,False,True,B007FEPQCQ,69596253,27675456,,01010001,0,,False,False,,01010001,01010001,3/26/2013,False
The Art and Science of Low Carbohydrate Performance ,"Volek, Jeff",0983490716,3,,Paperback,2012,11072013,11072013,"nonfiction,health,nutrition,metabolism,saturated fat,low-carb",,"Jeff S. Volek, Stephen D. Phinney",False,False,False,False,False,True,0983490716,71107962,28313448,,01010001,0,,False,False,,01010001,01010001,7/11/2013,False
The Rapture of the Nerds,"Doctorow, Cory; Charles Stross",0765329107,4,,Hardcover,2012,21042014,03012014,"fiction,science fiction,technology,sci-fi,satire,sci fi,cyberpunk,transhumanism,post-singularity,objectivism",,"Cory Doctorow, Charles Stross",False,False,False,False,False,True,0765329107,71531778,28480565,,01010001,0,,False,False,,01010001,01010001,4/21/2014,False
Game Plan: A Radical Approach to Decision Making in the National Football League,,,5,,Kindle Edition,2012,06122012,03122012,"football,nfl,sports,leadership,poker,scouting,analysis,madden,game theory,youth",,Frank DuPont,False,False,False,False,False,True,B007SBHUHA,71534730,28483406,,01010001,0,,False,False,,01010001,01010001,12/6/2012,False
Beginning Sharepoint 2007 Administration,,8126510773,3,,Paperback,2007,09052012,25042012,,,G?ran Husman,False,False,False,False,False,True,B001E3GB14,71877607,28631009,,01010001,0,,False,False,,01010001,01010001,5/9/2012,False
Metapop. Self-referentiality in contemporary American popular culture. (Studies in Popular Culture.),,,0,,Paperback,1992,01010001,06052012,,,Michael. Dunne,False,False,False,False,False,True,B007HBQK4U,72095461,28749521,,01010001,0,,False,False,,01010001,01010001,,False
Othello,"Shakespeare, William",1613823320,0,,Paperback,2014,01010001,06052012,,,William Shakespeare,False,False,False,False,False,False,1613823320,72098504,9079817,,01010001,0,,False,False,,01010001,01010001,,False
The Essential Smart Football,"Brown, Chris B.",1470125595,4,,Paperback,2012,26122012,22122012,"football,mike leach,bill bellichick,spread offense,zone blitz,tim tebow",,Chris B. Brown,False,False,False,False,False,True,1470125595,72275194,28871668,,01010001,0,,False,False,,01010001,01010001,12/26/2012,False
